name	dist_sep	flux	flux_err	eflux	eflux_err	index	index_err	gal_pref	gal_pref_err	iso_norm	iso_norm_err	flux_ul	eflux_ul	TS
MRK799	0.0	1.59e-11	2.49e-11	3.88e-08	4.17e-08	2.68	2.01	1.07	0.1	1.08	0.1	4.51e-11	1.1e-07	1.18
GZ587732703944769543	0.0	4.13e-12	1.26e-11	1.7e-07	3.29e-07	1.28	1.6	0.97	0.04	1.31	0.06	1.62e-11	6.63e-07	1.17
GZ587745244704276545	0.0	1.86e-12	3.81e-12	1.54e-07	2.33e-07	0.99	0.49	1.07	0.04	1.05	0.05	8.45e-12	7.01e-07	1.17
UN587737809571348512	0.0	2.68e-11	2.6e-11	3.57e-08	3.46e-08	5.0	0.0	1.03	0.04	0.94	0.09	7.21e-11	9.59e-08	1.16
GZ587728879267414142	0.0	2.66e-11	3.85e-11	6.49e-08	6.76e-08	2.68	1.7	1.21	0.06	0.95	0.09	7.41e-11	1.81e-07	1.13
ESO381-IG23	0.264	3.41e-11	3.34e-11	4.54e-08	4.45e-08	5.0	0.0	0.88	0.03	1.39	0.13	9.22e-11	1.23e-07	1.12
GZ587726877804200213	0.0	1.8e-11	2.02e-11	9.4e-08	1.14e-07	2.09	0.54	0.82	0.02	1.39	0.06	5.28e-11	2.76e-07	1.11
UN588017712048898179	0.0	4e-12	7.73e-12	1.47e-07	2.11e-07	1.32	0.31	1.35	0.05	0.72	0.05	1.56e-11	5.73e-07	1.1
GZ587736546316714397	0.0	3.8e-11	3.74e-11	5.06e-08	4.98e-08	5.0	0.02	0.97	0.02	0.84	0.09	1.02e-10	1.36e-07	1.1
GZ587735666379653228	0.0	1.75e-11	1.43e-10	4.15e-08	1.72e-07	2.72	5.44	1.2	0.02	0.96	0.02	5.01e-11	1.18e-07	1.1
UN588017947747352666	0.0	1.95e-11	2.01e-11	3.73e-08	4.14e-08	3.09	1.65	1.04	0.11	0.99	0.1	5.4e-11	1.03e-07	1.09
GZ587728906638000366	0.0	1.56e-11	1.54e-10	5.67e-08	2.48e-07	2.31	3.91	1.12	0.01	0.8	0.03	4.97e-11	1.81e-07	1.08
GZ587739152817783048	0.0	2.92e-11	3.06e-11	5.61e-08	6.06e-08	3.08	1.63	1.04	0.05	1.07	0.11	8.02e-11	1.54e-07	1.08
GZ587739385281839499	0.0	3.4e-11	5.03e-11	6.41e-08	1.16e-07	3.13	1.03	0.83	0.02	1.66	0.09	9.29e-11	1.75e-07	1.08
RCS1040_06002	0.0	3.44e-12	7.55e-12	5.36e-08	1.01e-07	1.63	1.08	0.97	0.13	0.97	0.11	1.52e-11	2.36e-07	1.06
J000249.06+004504.83	0.0	2.79e-11	2.83e-11	3.71e-08	3.77e-08	5.0	0.02	0.86	0.05	1.17	0.09	7.75e-11	1.03e-07	1.06
GZ587741828047110313	0.0	3.65e-12	7.67e-12	5.78e-08	1.07e-07	1.62	1.02	1.28	0.09	0.95	0.08	1.63e-11	2.57e-07	1.06
UN587736897960673439	0.0	2.28e-11	2.36e-11	4.19e-08	4.58e-08	3.19	1.08	0.85	0.05	1.14	0.07	6.42e-11	1.18e-07	1.05
UN587739303151534217	0.0	6.36e-12	8e-12	1.02e-07	1.54e-07	1.62	0.5	0.92	0.08	1.09	0.07	2.2e-11	3.52e-07	1.05
MCG-04-13-001	0.0	1.6e-11	2e-11	6.02e-08	7.31e-08	2.28	0.78	0.8	0.05	1.29	0.07	4.89e-11	1.84e-07	1.05
GZ588010879299223667	0.0	2.84e-11	2.87e-11	4.68e-08	5.01e-08	3.55	1.57	0.94	0.06	1.07	0.1	7.86e-11	1.29e-07	1.05
RCS2143_10932	0.0	5.87e-12	8.68e-12	9.49e-08	1.66e-07	1.62	0.74	1.06	0.03	0.91	0.09	2.21e-11	3.57e-07	1.04
UN587739405705543766	0.0	2.15e-11	4.54e-10	2.92e-08	7.05e-07	4.75	30.36	1.18	0.03	1.01	0.03	6.04e-11	8.23e-08	1.03
GZ588013383795867728	0.0	4.62e-12	8.2e-12	1.1e-07	1.62e-07	1.48	0.29	0.95	0.03	1.14	0.06	1.83e-11	4.35e-07	1.02
GZ587732482732523689	0.0	2.39e-11	2.49e-11	3.18e-08	3.32e-08	5.0	0.03	1.02	0.05	1.04	0.07	6.75e-11	8.98e-08	1.01
MRK731	0.0	1.24e-11	1.58e-11	9.16e-08	1.25e-07	1.92	0.57	0.9	0.04	1.45	0.06	4.01e-11	2.95e-07	0.99
GZ587742189901709399	0.0	1.94e-11	2.31e-11	5.09e-08	5.92e-08	2.59	0.85	1.35	0.1	0.93	0.1	5.88e-11	1.54e-07	0.98
GZ587741392113369128	0.0	1.38e-11	1.78e-11	8.57e-08	1.27e-07	2.0	0.76	1.02	0.07	1.07	0.07	4.28e-11	2.66e-07	0.97
GZ587730023866695776	0.0	6.82e-12	9.53e-12	8.65e-08	1.42e-07	1.71	0.58	0.89	0.03	1.3	0.08	2.62e-11	3.32e-07	0.97
GZ587726878887116951	0.0	2.67e-11	2.88e-11	4.19e-08	4.85e-08	3.75	1.24	0.88	0.04	1.3	0.07	7.61e-11	1.19e-07	0.97
RCS0357_05159	0.0	2.74e-11	2.35e-10	5.93e-08	2.92e-07	2.85	6.09	0.85	0.01	1.13	0.03	7.9e-11	1.71e-07	0.96
GZ587731890578063479	0.346	1.8e-11	1.93e-11	3.28e-08	3.85e-08	3.22	1.4	1.22	0.1	0.88	0.09	5.2e-11	9.44e-08	0.96
GZ587737809036116115	0.0	2.26e-11	2.39e-11	3.01e-08	3.19e-08	5.0	0.04	1.07	0.03	0.87	0.07	6.44e-11	8.56e-08	0.96
MRK306	0.414	2.57e-11	2.76e-11	3.42e-08	3.68e-08	5.0	0.0	0.98	0.05	1.02	0.12	7.33e-11	9.76e-08	0.96
GZ587745244164391078	0.0	2.55e-11	2.71e-11	3.39e-08	3.61e-08	5.0	0.04	1.24	0.07	0.78	0.11	7.3e-11	9.71e-08	0.95
GT1237668298204446938	0.0	5.15e-12	8.49e-12	1.45e-07	2.33e-07	1.42	0.76	0.82	0.05	1.28	0.06	1.88e-11	5.3e-07	0.95
UN587738196654817492	0.0	5.28e-12	1.86e-11	8.57e-08	1.58e-07	1.62	0.7	1.11	0.03	0.87	0.06	1.97e-11	3.2e-07	0.95
GZ587742627443835024	0.0	2.46e-11	2.61e-11	3.28e-08	3.47e-08	5.0	0.0	0.82	0.05	1.3	0.1	7.04e-11	9.36e-08	0.95
UN587736783070167194	0.247	1.2e-11	1.69e-11	5.47e-08	8.22e-08	2.16	0.99	0.75	0.04	1.23	0.06	3.89e-11	1.77e-07	0.94
GZ587736945742053818	0.246	3.13e-11	3.5e-10	4.17e-08	4.66e-07	5.0	0.02	0.92	0.02	1.39	0.04	8.88e-11	1.18e-07	0.94
UN587732484898554049	0.0	1.8e-11	3.72e-10	2.48e-08	5.82e-07	4.61	25.49	1.43	0.02	0.73	0.02	5.21e-11	7.2e-08	0.94
GZ587733079735795797	0.355	1.73e-11	1.87e-11	2.3e-08	2.5e-08	4.99	0.24	1.18	0.12	0.86	0.1	5.04e-11	6.71e-08	0.93
UN587725819105837197	0.0	1.7e-11	1.84e-11	2.26e-08	2.45e-08	5.0	0.01	1.16	0.08	0.99	0.08	4.91e-11	6.53e-08	0.93
UN587725491062571200	0.0	1.36e-11	1.23e-10	4.12e-08	1.67e-07	2.45	4.45	1.17	0.01	0.91	0.02	4.31e-11	1.3e-07	0.9
UN588013382740475975	0.0	1.62e-11	1.82e-11	3.32e-08	3.97e-08	2.95	1.15	1.28	0.11	0.78	0.1	4.84e-11	9.91e-08	0.89
RCS2143_12009	0.0	2.84e-11	3.12e-11	3.78e-08	4.16e-08	5.0	0.03	1.02	0.03	0.94	0.08	8.29e-11	1.1e-07	0.89
GZ588010136805113910	0.0	1.08e-11	1.04e-10	6.56e-08	2.92e-07	2.01	6.62	0.95	0.05	1.02	0.06	3.66e-11	2.22e-07	0.89
GT1237663782589432032	0.0	2.35e-11	2.64e-11	3.13e-08	3.52e-08	5.0	0.0	0.99	0.07	1.03	0.1	7e-11	9.31e-08	0.89
GZ587742568400486465	0.0	2.08e-11	2.32e-11	3.72e-08	4.29e-08	3.27	1.48	1.33	0.08	0.95	0.08	6.15e-11	1.1e-07	0.88
GZ587739380990345301	0.0	5.79e-12	1.17e-11	5.85e-08	1.11e-07	1.79	1.08	0.68	0.03	1.33	0.06	2.41e-11	2.44e-07	0.88
GZ588017626691469366	0.0	1.58e-11	1.33e-10	3.56e-08	1.48e-07	2.79	6.49	1.42	0.02	0.73	0.02	4.92e-11	1.1e-07	0.87
GT1237658424090493080	0.0	2.08e-11	2.54e-11	6.84e-08	8.87e-08	2.38	0.84	1.16	0.07	1.09	0.11	6.35e-11	2.09e-07	0.87
UN587729228761137271	0.0	1.67e-11	1.88e-11	2.22e-08	2.51e-08	5.0	0.01	0.99	0.1	1.15	0.1	4.99e-11	6.64e-08	0.86
GZ588298662499713156	0.0	1.73e-11	1.94e-11	3.5e-08	4.14e-08	2.97	0.97	1.43	0.11	0.73	0.11	5.15e-11	1.04e-07	0.86
RCS0357_05206	0.0	2.03e-11	2.42e-11	4.65e-08	5.5e-08	2.76	1.03	0.89	0.03	1.09	0.08	6.15e-11	1.41e-07	0.86
GZ587731513154666674	0.0	2.74e-11	3.18e-11	5e-08	5.73e-08	3.2	1.32	0.95	0.02	1.07	0.06	8.17e-11	1.49e-07	0.86
GZ587730816287375491	0.0	5.65e-12	8.6e-12	1.16e-07	1.95e-07	1.53	0.58	0.83	0.04	1.28	0.09	2.28e-11	4.7e-07	0.85
GZ587735666918424658	0.0	4.68e-12	8.36e-12	4.8e-08	8.18e-08	1.79	0.8	1.15	0.08	0.99	0.09	1.96e-11	2.01e-07	0.85
UN587739607547445342	0.0	1.98e-11	2.25e-11	2.63e-08	3e-08	5.0	0.01	1.08	0.1	1.08	0.1	5.9e-11	7.85e-08	0.84
GT1237658300056338796	0.0	1.83e-12	1.22e-11	2.44e-07	2.62e-06	0.72	2.78	1.12	0.01	0.84	0.01	8.31e-12	1.11e-06	0.84
GZ587727221936095299	0.374	2.97e-11	3.36e-11	3.95e-08	4.48e-08	5.0	0.07	1.02	0.03	0.98	0.09	8.8e-11	1.17e-07	0.83
GZ587738371667788441	0.0	2.87e-11	3.28e-11	4.69e-08	5.67e-08	3.58	1.29	1.07	0.04	0.96	0.09	8.54e-11	1.39e-07	0.83
GZ587742550676078596	0.0	2.39e-11	2.79e-11	3.97e-08	4.94e-08	3.51	0.96	0.78	0.05	1.33	0.09	7.16e-11	1.19e-07	0.82
GZ587732579376824400	0.0	1.91e-11	1.6e-10	6.07e-08	2.29e-07	2.41	9.85	1.02	0.02	0.99	0.04	6.07e-11	1.93e-07	0.82
GT1237660240314433647	0.0	2.78e-11	3.23e-11	3.7e-08	4.31e-08	5.0	0.01	0.91	0.02	1.05	0.06	8.42e-11	1.12e-07	0.8
UN587728917908947025	0.48	1.52e-11	1.78e-11	2.02e-08	2.37e-08	5.0	0.07	1.19	0.1	0.91	0.1	4.67e-11	6.22e-08	0.79
GZ588017112361992385	0.0	1.74e-11	2.06e-11	2.31e-08	2.75e-08	5.0	0.04	1.11	0.13	0.91	0.12	5.39e-11	7.17e-08	0.78
UN587725551742812342	0.0	1.61e-11	1.89e-11	2.15e-08	2.52e-08	5.0	0.0	1.04	0.03	0.87	0.04	4.96e-11	6.6e-08	0.78
GZ587734623786500129	0.0	1.67e-11	3.77e-10	2.32e-08	5.95e-07	4.51	25.63	0.82	0.03	1.05	0.03	5.17e-11	7.22e-08	0.77
MN214	0.0	9e-12	9.62e-11	5.72e-08	2.36e-07	1.99	3.1	0.9	0.04	1.25	0.04	3.07e-11	1.95e-07	0.77
UN588017111828398133	0.0	3.52e-12	5.56e-12	9.8e-08	1.7e-07	1.42	0.54	1.23	0.11	0.89	0.1	1.53e-11	4.27e-07	0.77
MCG+07-29-061	0.0	1.48e-11	1.77e-11	1.97e-08	2.37e-08	5.0	0.02	1.05	0.11	0.9	0.1	4.64e-11	6.17e-08	0.77
GZ588015509277245599	0.0	2.62e-11	3.09e-11	3.48e-08	4.12e-08	5.0	0.01	1.08	0.08	0.94	0.12	8.01e-11	1.07e-07	0.77
RCS2143_11516	0.0	3.08e-12	3.87e-11	1.66e-07	1.04e-06	1.17	2.56	1.07	0.02	0.86	0.05	1.37e-11	7.36e-07	0.76
GZ587727264349881041	0.0	2.19e-11	2.24e-10	7.21e-08	3.84e-07	2.38	3.91	0.9	0.01	1.4	0.05	6.97e-11	2.29e-07	0.76
RCS0133_02995	0.0	1.91e-11	1.65e-10	4.28e-08	1.84e-07	2.79	6.71	1.12	0.01	0.89	0.02	6.06e-11	1.36e-07	0.76
GZ587732578308849711	0.0	2.25e-11	2.69e-11	2.99e-08	3.59e-08	5.0	0.12	1.25	0.07	0.96	0.11	6.99e-11	9.3e-08	0.76
UN587736899036381352	0.0	1.72e-11	2.32e-11	4.98e-08	7.01e-08	2.49	1.27	0.88	0.03	1.08	0.06	5.41e-11	1.56e-07	0.76
UN587739382595256392	0.0	1.69e-11	2.14e-11	2.26e-08	2.96e-08	4.95	1.38	0.78	0.08	1.19	0.08	5.23e-11	6.99e-08	0.76
MN74	0.0	1.73e-11	3.37e-10	2.79e-08	6.3e-07	3.61	12.69	1.32	0.01	0.7	0.01	5.34e-11	8.64e-08	0.75
GZ587726102557163655	0.0	2.39e-11	5.15e-10	3.33e-08	7.95e-07	4.55	21.38	0.98	0.01	1.03	0.02	7.39e-11	1.03e-07	0.75
GZ587725470674124936	0.0	9.81e-12	9.16e-11	4.95e-08	3.94e-07	2.11	9.12	1.04	0.04	0.87	0.05	3.58e-11	1.8e-07	0.74
MCG+10-19-089	0.0	1.27e-11	1.65e-11	3.12e-08	4.16e-08	2.66	1.23	1.2	0.1	0.94	0.1	4.06e-11	1e-07	0.74
GZ587741721753682035	0.0	1.84e-11	2.32e-11	3.17e-08	4.23e-08	3.39	0.86	0.71	0.05	1.31	0.05	5.89e-11	1.01e-07	0.74
GZ587738946676654226	0.0	2.02e-11	2.04e-10	4.68e-08	2.78e-07	2.74	5.93	1.26	0.04	0.82	0.04	6.29e-11	1.46e-07	0.73
UN587734622703583448	0.0	2.19e-11	2.75e-11	3.33e-08	4.4e-08	3.92	1.3	1.01	0.05	1.04	0.1	6.94e-11	1.05e-07	0.71
GZ587722952231092600	0.0	2.32e-11	3.34e-11	7.2e-08	9.42e-08	2.43	0.84	0.95	0.02	1.24	0.09	7.71e-11	2.39e-07	0.71
GZ587736543103877672	0.0	1.7e-11	2.77e-11	8.48e-08	1.31e-07	2.11	1.04	0.9	0.03	1.03	0.11	5.66e-11	2.82e-07	0.71
UN587739376169058417	0.0	1.79e-11	1.77e-10	3.85e-08	2.2e-07	2.86	7.07	1.11	0.02	0.93	0.02	5.71e-11	1.23e-07	0.7
UN587728905563996516	0.0	2.12e-12	3.59e-12	1.02e-07	1.93e-07	1.22	0.62	1.08	0.05	0.86	0.1	1.07e-11	5.14e-07	0.69
UN587733605337530661	0.0	2.2e-12	1.04e-11	3.98e-08	1e-07	1.58	0.93	1.04	0.05	1.08	0.05	1.12e-11	2.02e-07	0.69
GZ587735742622859728	0.0	1.97e-11	1.98e-10	4.6e-08	2.7e-07	2.74	5.88	0.96	0.01	1.28	0.03	6.45e-11	1.5e-07	0.68
GZ587739646747738167	0.0	1.14e-11	6.27e-11	3.49e-08	7.63e-08	2.44	6.61	1.24	0.01	0.95	0.01	4.24e-11	1.3e-07	0.68
GZ587745540510777468	0.0	4.66e-12	1.49e-11	1.1e-07	2.11e-07	1.48	1.41	1.01	0.05	1.08	0.1	2.13e-11	5.02e-07	0.68
GZ587726878885019907	0.0	1.33e-11	1.44e-10	8.2e-08	3.22e-07	2.0	6.83	0.79	0.02	1.39	0.04	4.99e-11	3.07e-07	0.68
GZ587728307486654469	0.0	2.11e-12	2.7e-11	3.03e-07	5.17e-06	0.66	3.16	1.15	0.01	1.06	0.01	8.83e-12	1.27e-06	0.67
RCS1514_08602	0.0	4.35e-12	1.08e-11	5.04e-08	9.54e-08	1.74	1.11	0.87	0.04	1.22	0.11	2.12e-11	2.46e-07	0.67
RCS0310_04026	0.0	1.2e-11	2.63e-11	4.04e-08	5.79e-08	2.36	1.48	0.99	0.03	0.9	0.06	4.59e-11	1.55e-07	0.67
GZ587731887888531479	0.0	1.75e-11	3.56e-11	2.34e-08	5.34e-08	4.93	3.48	1.01	0.06	1.0	0.08	5.69e-11	7.62e-08	0.67
GZ587733081352503392	0.0	1.59e-11	2.05e-11	2.42e-08	3.3e-08	3.9	1.32	1.27	0.12	0.87	0.11	5.11e-11	7.79e-08	0.67
GT1237659326018355482	0.0	1.67e-11	3.91e-10	2.39e-08	6.38e-07	4.29	24.21	1.17	0.02	1.01	0.02	5.35e-11	7.67e-08	0.66
GZ587736586052305193	0.0	2.09e-11	2.64e-11	2.78e-08	3.52e-08	5.0	0.0	1.08	0.03	0.83	0.09	6.71e-11	8.92e-08	0.66
UN587733398112829746	0.0	2.03e-12	4.33e-12	5.18e-08	1.13e-07	1.45	1.01	1.04	0.03	0.83	0.06	1.04e-11	2.65e-07	0.66
UN587736752470229171	0.0	1.11e-11	1.8e-11	4.53e-08	6.95e-08	2.23	1.05	0.95	0.03	0.85	0.07	3.9e-11	1.59e-07	0.65
GZ587742061058195603	0.0	2.07e-11	3.75e-11	3e-08	6.12e-08	4.21	2.14	1.15	0.06	0.9	0.1	6.74e-11	9.77e-08	0.64
RCS1514_07755	0.0	3.69e-12	6.18e-12	6.79e-08	1.36e-07	1.57	0.65	0.87	0.03	1.23	0.08	1.74e-11	3.21e-07	0.64
GZ588295842317074516	0.0	4.15e-12	7.82e-12	6.51e-08	1.03e-07	1.63	0.32	1.07	0.06	0.94	0.05	1.81e-11	2.84e-07	0.63
GZ587725039563505701	0.0	1.8e-11	2.51e-11	5.27e-08	7.56e-08	2.48	0.89	0.71	0.05	1.48	0.09	6.12e-11	1.8e-07	0.63
GZ588023722319872132	0.0	3.04e-12	5.24e-12	5.55e-08	1.14e-07	1.57	0.63	0.78	0.04	1.45	0.1	1.55e-11	2.83e-07	0.63
GZ587732471463084163	0.202	1.98e-11	3.03e-11	3.03e-08	5.7e-08	3.87	2.94	0.99	0.05	1.07	0.08	6.54e-11	1e-07	0.62
RCS2329_13564	0.0	2.48e-11	5.45e-10	3.66e-08	9.07e-07	4.08	17.38	1.11	0.01	0.75	0.02	8.17e-11	1.21e-07	0.62
UN587732484363845774	0.0	1.52e-11	2.03e-11	2.43e-08	3.43e-08	3.67	1.23	1.37	0.11	0.76	0.1	5.05e-11	8.05e-08	0.62
RCS1111_06337	0.0	1.99e-11	4.51e-11	4.01e-08	1.13e-07	2.98	1.29	1.07	0.06	1.2	0.1	6.65e-11	1.34e-07	0.62
UN588007004725838047	0.0	1.41e-11	1.85e-11	1.88e-08	2.47e-08	5.0	0.0	0.86	0.09	1.28	0.09	4.69e-11	6.24e-08	0.62
GZ587727867793178858	0.0	1.85e-11	2.45e-11	2.46e-08	3.26e-08	5.0	0.02	1.15	0.05	0.68	0.11	6.17e-11	8.21e-08	0.62
MCG+10-21-040	0.0	1.37e-11	1.84e-11	2.88e-08	4.08e-08	2.9	1.33	1.0	0.1	1.18	0.1	4.57e-11	9.62e-08	0.61
GZ588011099410661504	0.0	1.46e-11	3.43e-10	2.17e-08	5.76e-07	4.07	19.79	1.32	0.01	0.67	0.01	4.88e-11	7.23e-08	0.61
GZ587722983894483090	0.0	2.11e-11	3e-11	2.81e-08	4e-08	5.0	0.01	0.81	0.05	1.34	0.1	7.02e-11	9.34e-08	0.61
UN587728668271116527	0.317	1.74e-11	2.34e-11	2.32e-08	3.11e-08	5.0	0.02	0.93	0.04	1.11	0.07	5.86e-11	7.8e-08	0.6
RCS0310_04019	0.0	1.95e-11	4.73e-10	2.84e-08	7.8e-07	4.17	21.76	1.03	0.01	0.81	0.02	6.5e-11	9.48e-08	0.6
GZ587730022260146397	0.0	2.52e-11	3.34e-11	3.35e-08	4.45e-08	5.0	0.05	1.04	0.03	0.78	0.1	8.33e-11	1.11e-07	0.6
GZ587742774557081607	0.0	1.75e-11	2.45e-11	3.66e-08	5.16e-08	2.91	1.41	1.03	0.05	1.22	0.06	5.98e-11	1.25e-07	0.6
GZ587742550145040402	0.0	2.05e-11	3.91e-11	2.91e-08	6.18e-08	4.38	2.29	0.91	0.05	1.21	0.11	6.81e-11	9.66e-08	0.6
UN588009365859401913	0.0	1.74e-11	4.07e-10	2.52e-08	6.59e-07	4.22	19.85	0.89	0.01	1.17	0.02	5.84e-11	8.46e-08	0.59
GZ587739384743002482	0.0	2.25e-11	3.25e-11	3e-08	4.33e-08	5.0	0.03	0.91	0.03	1.28	0.1	7.46e-11	9.92e-08	0.59
UN587734622171365537	0.0	1.71e-11	2.31e-11	2.28e-08	3.08e-08	5.0	0.01	1.1	0.06	0.87	0.08	5.81e-11	7.73e-08	0.59
RCS0310_04646	0.0	4.16e-12	9.36e-12	4.28e-08	8.65e-08	1.79	1.05	0.99	0.03	0.87	0.05	2.04e-11	2.1e-07	0.59
GT1237656906354393114	0.0	2.05e-11	5.22e-11	3.66e-08	1.14e-07	3.27	1.89	0.9	0.05	1.07	0.1	6.93e-11	1.24e-07	0.58
J232501.92-000001.33	0.0	1.81e-11	1.93e-10	4.3e-08	2.65e-07	2.71	6.08	0.88	0.02	1.05	0.03	6.24e-11	1.48e-07	0.58
GZ587733432459788589	0.0	1.94e-11	2.62e-11	2.58e-08	3.5e-08	5.0	0.02	1.07	0.03	0.81	0.07	6.47e-11	8.6e-08	0.58
GZ588848900459004104	0.0	2.07e-11	2.84e-11	4.67e-08	6.7e-08	2.78	0.87	0.82	0.06	1.25	0.11	7.05e-11	1.59e-07	0.57
UN587739504471900235	0.0	8.48e-12	1.5e-11	5.66e-08	9.95e-08	1.97	0.89	0.87	0.11	1.23	0.1	3.28e-11	2.19e-07	0.57
GZ587738952567488547	0.0	9.5e-12	1.52e-11	3.34e-08	5.4e-08	2.33	1.03	0.81	0.11	1.16	0.1	3.55e-11	1.25e-07	0.56
GZ588017978346242089	0.0	1.4e-11	1.5e-10	3.29e-08	1.83e-07	2.73	7.17	1.15	0.02	0.92	0.02	4.92e-11	1.15e-07	0.55
UN587729752748196242	0.0	3.77e-12	8.56e-12	4.26e-08	8.74e-08	1.75	1.06	1.02	0.03	0.97	0.06	1.82e-11	2.05e-07	0.55
UN587738616483217567	0.0	5.56e-12	1.14e-11	3.8e-08	7.47e-08	1.96	1.08	1.36	0.1	0.67	0.1	2.49e-11	1.7e-07	0.55
RCS2338_13437	0.0	1.71e-11	2.4e-11	2.27e-08	3.2e-08	5.0	0.01	1.08	0.07	0.89	0.09	5.98e-11	7.95e-08	0.55
UN587725816422858863	0.0	2.75e-12	7.22e-12	4.18e-08	7.5e-08	1.64	0.51	0.96	0.05	1.2	0.05	1.33e-11	2.02e-07	0.55
RCS0133_01863	0.0	1.24e-11	1.94e-11	4.24e-08	6.79e-08	2.35	0.91	1.03	0.07	0.99	0.11	4.65e-11	1.59e-07	0.55
MN121	0.0	6.99e-12	1.37e-11	5.3e-08	9.53e-08	1.91	0.88	0.94	0.04	1.16	0.1	3.06e-11	2.32e-07	0.55
GZ587736477054599416	0.0	1.9e-11	2.66e-11	2.53e-08	3.54e-08	5.0	0.03	1.05	0.06	0.95	0.12	6.56e-11	8.73e-08	0.54
UN587739647821676652	0.0	3.88e-12	7.81e-12	8e-08	1.3e-07	1.53	0.32	1.21	0.06	0.98	0.06	1.74e-11	3.6e-07	0.54
UN587741532253257859	0.0	1.69e-11	2.46e-11	4.11e-08	6.3e-08	2.68	1.28	1.26	0.13	0.85	0.14	5.92e-11	1.44e-07	0.54
UN587729407535874271	0.0	1.28e-11	1.8e-11	1.7e-08	2.41e-08	5.0	0.12	1.04	0.09	1.08	0.1	4.48e-11	5.96e-08	0.54
GZ587736808837415067	0.0	1.49e-11	2.23e-11	4.44e-08	6.77e-08	2.47	0.83	0.78	0.06	1.34	0.11	5.37e-11	1.6e-07	0.53
GZ588017948274327648	0.0	1.14e-12	2.28e-12	1.05e-07	2.27e-07	0.93	1.06	1.25	0.12	0.92	0.12	6.52e-12	5.99e-07	0.53
RCS2329_12915	0.0	8.72e-12	1.57e-11	5.18e-08	9.35e-08	2.02	0.89	0.92	0.04	1.06	0.1	3.57e-11	2.12e-07	0.52
UN587732471998185591	0.0	1.84e-11	1.15e-10	2.88e-08	7.61e-08	3.77	18.01	1.0	0.01	1.07	0.01	6.43e-11	1e-07	0.52
GZ587739845920620694	0.0	1.93e-11	2.73e-11	2.57e-08	3.64e-08	5.0	0.18	0.41	0.03	2.04	0.06	6.67e-11	8.88e-08	0.52
RCS0310_04552	0.0	1.53e-11	1.68e-10	3.12e-08	2.05e-07	2.95	8.57	0.95	0.01	0.95	0.02	5.53e-11	1.13e-07	0.52
GZ587735348018872369	0.0	1.97e-11	5.36e-11	3.56e-08	1.17e-07	3.24	1.78	0.99	0.05	1.05	0.11	6.96e-11	1.26e-07	0.51
GZ588017704554004512	0.0	1.86e-11	2.71e-11	2.47e-08	3.61e-08	5.0	0.02	0.85	0.06	1.21	0.12	6.55e-11	8.71e-08	0.51
GZ588013384345649271	0.0	1.5e-12	4.43e-12	1.57e-07	5.67e-07	0.86	0.42	1.05	0.13	0.92	0.12	7.39e-12	7.76e-07	0.5
UN588018253751320727	0.0	1.11e-11	1.27e-10	2.88e-08	1.61e-07	2.61	6.68	1.04	0.02	0.97	0.02	4.12e-11	1.06e-07	0.5
UN587736753544691777	0.0	1.5e-11	2.22e-11	2e-08	2.95e-08	5.0	0.01	0.98	0.03	0.82	0.06	5.35e-11	7.11e-08	0.5
RCS0310_04782	0.0	4.1e-12	1.05e-11	4.02e-08	8.55e-08	1.8	1.2	0.96	0.04	1.0	0.09	2.15e-11	2.12e-07	0.5
GZ587739809962459370	0.0	6.48e-12	1.37e-11	4.24e-08	8.05e-08	1.98	0.96	0.82	0.03	1.48	0.1	3.08e-11	2.02e-07	0.5
UN587733442118418605	0.0	1.26e-12	4.51e-12	8.21e-08	1.59e-07	1.09	0.91	0.95	0.05	1.16	0.05	7.26e-12	4.72e-07	0.49
GZ587735431231111282	0.0	9.34e-12	1.55e-11	3.63e-08	6.07e-08	2.26	0.89	1.27	0.1	0.78	0.09	3.58e-11	1.39e-07	0.49
RCS2329_13090	0.0	2.01e-11	3.01e-11	4.09e-08	6.13e-08	2.96	1.33	1.1	0.05	0.83	0.1	7.18e-11	1.46e-07	0.49
RCS2338_14715	0.0	1.59e-11	2.33e-11	2.12e-08	3.11e-08	5.0	0.13	1.08	0.09	0.82	0.11	5.75e-11	7.64e-08	0.49
GZ587742572685361281	0.0	1.62e-11	2.41e-11	2.16e-08	3.21e-08	5.0	0.01	1.14	0.08	1.15	0.07	5.86e-11	7.8e-08	0.48
UN587733431382638834	0.0	1.42e-11	2.93e-11	1.9e-08	4.03e-08	4.99	1.06	0.71	0.04	1.19	0.08	5.15e-11	6.85e-08	0.48
UN587725552269328652	0.0	1.43e-11	1.64e-10	3.41e-08	2.28e-07	2.71	6.44	1.12	0.01	0.62	0.03	5.35e-11	1.27e-07	0.48
GZ588023240207171843	0.0	1.91e-11	4.69e-10	2.95e-08	8.28e-07	3.82	17.81	1.08	0.01	0.98	0.01	6.9e-11	1.07e-07	0.48
GZ587745243631648803	0.0	1.41e-11	2.33e-11	4.28e-08	7.37e-08	2.45	1.25	1.05	0.05	1.1	0.07	5.36e-11	1.62e-07	0.48
GZ588298662505939076	0.0	1.44e-11	2.18e-11	1.91e-08	2.91e-08	5.0	0.15	1.24	0.1	0.82	0.09	5.27e-11	7.02e-08	0.48
