                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
819           RCS2329_14188     0.000  2.090000e-11  2.300000e-11  8.300000e-08  8.200000e-08   2.25       0.64      0.87          0.05      1.09          0.10  5.810000e-11  2.310000e-07   2.09
820           RCS0047_00041     0.000  2.830000e-11  2.200000e-11  1.030000e-07  9.710000e-08   2.31       0.46      0.92          0.04      1.13          0.06  6.770000e-11  2.460000e-07   2.08
821   GT1237659132206448648     0.000  2.660000e-11  1.980000e-11  4.820000e-08  3.780000e-08   3.23       0.93      1.34          0.10      0.80          0.10  6.110000e-11  1.110000e-07   2.07
822    GZ587742550137700520     0.000  6.630000e-12  1.430000e-11  1.790000e-07  2.620000e-07   1.43       1.09      0.89          0.05      1.16          0.08  2.030000e-11  5.480000e-07   2.05
823           RCS2143_11601     0.000  9.870000e-12  7.570000e-11  1.730000e-07  4.480000e-07   1.59       3.61      1.05          0.03      0.90          0.07  3.130000e-11  5.480000e-07   2.04
824    UN587733440507609232     0.000  3.040000e-11  2.260000e-11  4.910000e-08  3.820000e-08   3.62       1.17      0.96          0.07      1.13          0.09  6.960000e-11  1.120000e-07   2.04
825           RCS2143_12621     0.000  1.960000e-11  2.010000e-11  9.930000e-08  1.100000e-07   2.10       0.60      1.07          0.03      0.81          0.09  5.400000e-11  2.740000e-07   2.03
826    UN587738947757998264     0.000  1.320000e-11  1.490000e-11  1.690000e-07  1.550000e-07   1.70       0.21      1.38          0.05      0.75          0.05  3.520000e-11  4.530000e-07   2.02
827    UN587738615955324965     0.000  1.740000e-11  1.730000e-11  7.820000e-08  8.190000e-08   2.17       0.60      1.35          0.12      0.84          0.12  4.670000e-11  2.100000e-07   2.00
828    GZ587742059995004961     0.000  3.460000e-11  2.610000e-11  5.610000e-08  4.640000e-08   3.60       1.70      1.13          0.06      1.17          0.06  7.990000e-11  1.300000e-07   1.99
829    GZ587736941991690539     0.297  3.720000e-11  2.770000e-11  4.950000e-08  3.700000e-08   5.00       0.00      0.98          0.03      0.92          0.06  8.530000e-11  1.140000e-07   1.98
830    UN588017116126249158     0.369  2.580000e-11  1.960000e-11  3.440000e-08  2.620000e-08   5.00       0.02      1.23          0.09      0.77          0.09  6.040000e-11  8.030000e-08   1.98
831           RCS1040_06010     0.132  2.450000e-11  1.870000e-11  4.440000e-08  3.600000e-08   3.22       0.93      0.88          0.09      1.01          0.08  5.750000e-11  1.040000e-07   1.97
832    GZ587729159505510487     0.000  2.420000e-11  2.380000e-11  9.440000e-08  9.080000e-08   2.26       0.63      0.88          0.06      1.14          0.11  6.250000e-11  2.440000e-07   1.96
833    UN587739116320063602     0.000  2.310000e-12  1.980000e-11  3.410000e-07  3.870000e-06   0.64       2.12      1.05          0.01      0.90          0.01  7.960000e-12  1.180000e-06   1.96
834    GZ587732483288072375     0.000  2.440000e-11  1.730000e-10  6.100000e-08  2.230000e-07   2.65       4.20      1.35          0.04      0.79          0.03  5.760000e-11  1.440000e-07   1.95
835    GZ588017704018313247     0.000  3.350000e-11  2.880000e-11  8.950000e-08  7.910000e-08   2.57       0.86      0.99          0.06      0.98          0.12  7.970000e-11  2.130000e-07   1.95
836           RCS0047_00510     0.000  1.350000e-11  1.600000e-11  8.480000e-08  9.920000e-08   2.00       0.64      1.04          0.07      0.97          0.11  3.970000e-11  2.500000e-07   1.95
837           RCS1514_07818     0.000  7.740000e-12  1.310000e-11  1.950000e-07  2.640000e-07   1.46       0.83      0.87          0.03      1.24          0.09  2.430000e-11  6.140000e-07   1.94
838           RCS0310_04218     0.000  6.530000e-12  9.080000e-11  7.620000e-08  4.960000e-07   1.74       2.84      1.05          0.03      0.78          0.05  2.420000e-11  2.820000e-07   1.93
839           RCS0133_02904     0.000  4.070000e-12  7.950000e-12  1.030000e-07  1.620000e-07   1.45       0.31      1.23          0.04      0.80          0.06  1.610000e-11  4.090000e-07   1.93
840    GZ587741603110060148     0.000  2.800000e-11  2.440000e-11  3.740000e-08  3.500000e-08   4.94       1.39      1.04          0.13      1.04          0.12  6.600000e-11  8.830000e-08   1.92
841    GZ588017978380976198     0.000  4.070000e-11  3.070000e-11  5.420000e-08  4.100000e-08   5.00       0.00      0.96          0.03      1.21          0.09  9.400000e-11  1.250000e-07   1.92
842           RCS0133_02366     0.248  2.400000e-11  2.320000e-11  1.190000e-07  1.290000e-07   2.12       0.66      0.99          0.07      1.05          0.10  6.040000e-11  2.980000e-07   1.92
843           RCS0357_05189     0.000  8.890000e-12  1.520000e-11  9.410000e-08  1.210000e-07   1.77       0.78      0.86          0.02      1.14          0.06  3.040000e-11  3.220000e-07   1.92
844                  MRK212     0.000  9.030000e-12  1.130000e-11  1.400000e-07  1.440000e-07   1.63       0.21      1.33          0.05      0.78          0.05  2.630000e-11  4.080000e-07   1.92
845           RCS1514_08050     0.216  2.190000e-12  2.050000e-11  3.190000e-07  3.940000e-06   0.65       2.27      0.80          0.00      1.38          0.01  8.050000e-12  1.170000e-06   1.92
846           RCS0357_05636     0.000  6.200000e-12  1.220000e-11  1.230000e-07  1.670000e-07   1.54       0.35      0.85          0.02      1.24          0.05  2.130000e-11  4.240000e-07   1.91
847    GZ587725775603433949     0.000  3.510000e-11  2.100000e-10  6.500000e-08  2.240000e-07   3.17       6.59      1.04          0.01      0.93          0.02  8.190000e-11  1.520000e-07   1.91
848    GZ587739706880950496     0.000  4.210000e-11  3.250000e-11  5.600000e-08  4.380000e-08   5.00       0.39      0.93          0.04      1.13          0.12  9.620000e-11  1.280000e-07   1.91
849    GZ588017703457849471     0.000  5.110000e-12  1.870000e-11  4.930000e-07  8.590000e-07   0.91       2.63      1.09          0.04      1.13          0.07  1.530000e-11  1.480000e-06   1.90
850    UN587738947221651591     0.000  7.870000e-12  1.420000e-11  9.410000e-08  1.120000e-07   1.73       0.37      1.20          0.05      0.90          0.05  2.440000e-11  2.920000e-07   1.90
851    GZ587726014555160849     0.000  1.120000e-11  1.090000e-11  2.270000e-07  2.850000e-07   1.54       0.38      0.95          0.02      1.17          0.09  3.250000e-11  6.560000e-07   1.89
852           RCS1645_10357     0.000  2.870000e-11  2.200000e-11  3.810000e-08  2.930000e-08   5.00       0.01      0.98          0.05      1.02          0.07  6.710000e-11  8.930000e-08   1.89
853    GZ587742566789283919     0.000  3.050000e-11  2.680000e-11  4.060000e-08  3.580000e-08   5.00       0.02      1.19          0.08      1.07          0.08  7.230000e-11  9.620000e-08   1.89
854    GZ587736808308474099     0.000  3.770000e-11  2.910000e-11  5.010000e-08  3.900000e-08   5.00       0.25      0.87          0.05      1.31          0.10  8.770000e-11  1.170000e-07   1.89
855    UN587735665844617355     0.000  2.510000e-11  1.940000e-11  3.790000e-08  3.110000e-08   3.94       1.35      1.10          0.08      1.02          0.08  5.900000e-11  8.920000e-08   1.89
856           RCS2338_14222     0.000  3.110000e-11  2.430000e-11  4.130000e-08  3.240000e-08   5.00       0.03      1.06          0.08      0.84          0.10  7.380000e-11  9.820000e-08   1.86
857    GZ587737809564467213     0.000  3.610000e-11  8.390000e-11  4.820000e-08  1.210000e-07   4.96       2.19      1.03          0.03      0.93          0.09  8.410000e-11  1.120000e-07   1.86
858    GZ587742609730109505     0.000  2.510000e-12  3.870000e-12  1.060000e-07  1.730000e-07   1.27       0.78      1.01          0.05      1.03          0.11  1.040000e-11  4.410000e-07   1.85
859    GZ587724234247241939     0.000  3.920000e-11  3.010000e-11  5.210000e-08  4.010000e-08   5.00       0.01      1.03          0.04      0.95          0.10  9.130000e-11  1.210000e-07   1.85
860    UN587738066727207253     0.355  3.380000e-11  2.660000e-11  4.500000e-08  3.550000e-08   5.00       0.01      1.08          0.03      0.77          0.09  7.950000e-11  1.060000e-07   1.84
861    GZ587739719765852290     0.000  3.800000e-11  5.260000e-10  5.610000e-08  8.850000e-07   4.08      12.21      0.74          0.01      1.43          0.02  8.880000e-11  1.310000e-07   1.83
862    GZ587726100957888885     0.336  5.270000e-11  1.690000e-10  7.700000e-08  1.030000e-07   4.16      13.03      0.95          0.00      0.98          0.02  1.220000e-10  1.780000e-07   1.82
863    GZ587725818561691834     0.000  1.630000e-11  1.580000e-11  5.200000e-08  4.860000e-08   2.41       0.73      1.09          0.10      0.95          0.10  4.170000e-11  1.330000e-07   1.81
864           RCS0310_04291     0.000  3.640000e-11  2.870000e-11  6.660000e-08  5.510000e-08   3.20       1.05      1.00          0.03      0.88          0.07  8.570000e-11  1.570000e-07   1.80
865    UN587725551734882430     0.419  2.990000e-11  2.400000e-11  3.980000e-08  3.200000e-08   5.00       0.00      0.92          0.04      1.12          0.08  7.110000e-11  9.460000e-08   1.80
866           RCS2143_11496     0.000  1.000000e-11  1.630000e-11  1.140000e-07  1.620000e-07   1.75       0.86      1.07          0.04      0.86          0.09  3.170000e-11  3.620000e-07   1.80
867    UN587737809573511308     0.209  2.700000e-11  2.240000e-11  6.510000e-08  5.900000e-08   2.69       0.86      1.11          0.03      0.85          0.06  6.510000e-11  1.570000e-07   1.80
868    GZ587730775492001995     0.000  1.430000e-11  1.830000e-11  1.030000e-07  1.210000e-07   1.94       0.63      1.04          0.03      0.68          0.09  4.350000e-11  3.110000e-07   1.79
869    GZ587745541056233650     0.000  3.470000e-11  2.990000e-11  4.620000e-08  3.990000e-08   5.00       0.01      1.23          0.06      0.80          0.09  8.240000e-11  1.100000e-07   1.79
870    GZ587739098058260571     0.000  2.040000e-11  2.280000e-11  7.970000e-08  8.640000e-08   2.25       0.93      1.24          0.11      0.92          0.11  5.200000e-11  2.040000e-07   1.78
871    UN587738066730025261     0.000  9.920000e-12  1.200000e-11  8.230000e-08  1.040000e-07   1.87       0.54      1.06          0.04      0.83          0.09  3.200000e-11  2.660000e-07   1.77
872                  MRK153     0.000  1.950000e-11  1.820000e-11  5.270000e-08  4.790000e-08   2.56       0.76      0.96          0.12      1.05          0.11  4.970000e-11  1.340000e-07   1.76
873    GZ587742611347210626     0.000  4.990000e-12  1.070000e-11  1.180000e-07  1.790000e-07   1.48       0.98      0.64          0.03      1.97          0.09  1.910000e-11  4.510000e-07   1.76
874           RCS0047_01473     0.000  3.330000e-11  2.740000e-11  4.520000e-08  3.880000e-08   4.77       1.13      1.00          0.06      0.98          0.10  7.960000e-11  1.080000e-07   1.76
875           RCS0047_00672     0.000  1.580000e-11  1.790000e-11  1.240000e-07  1.430000e-07   1.90       0.55      1.14          0.05      0.83          0.08  4.490000e-11  3.530000e-07   1.74
876                   MN479     0.000  1.480000e-11  1.520000e-11  1.730000e-07  2.090000e-07   1.74       0.46      0.94          0.04      1.16          0.10  4.200000e-11  4.920000e-07   1.73
877    GZ588017726007541822     0.000  3.290000e-11  5.120000e-11  5.130000e-08  9.430000e-08   3.78       1.56      0.96          0.05      1.28          0.06  7.910000e-11  1.230000e-07   1.73
878    GZ587742864743071876     0.000  1.060000e-11  1.370000e-11  7.860000e-08  1.010000e-07   1.92       0.71      1.09          0.07      1.17          0.07  3.230000e-11  2.400000e-07   1.73
879    GZ587727944570568935     0.000  9.560000e-12  1.300000e-11  1.380000e-07  1.980000e-07   1.66       0.74      1.06          0.04      1.00          0.07  2.840000e-11  4.110000e-07   1.72
880    GZ588017722251870290     0.000  2.580000e-11  2.260000e-11  3.430000e-08  3.020000e-08   5.00       0.06      1.28          0.12      0.84          0.11  6.280000e-11  8.350000e-08   1.71
881    GZ587742575919890587     0.000  1.450000e-11  1.380000e-11  1.420000e-07  1.730000e-07   1.81       0.43      0.95          0.05      1.13          0.11  3.980000e-11  3.890000e-07   1.70
882    GZ587742061082771542     0.000  3.130000e-11  2.650000e-11  7.150000e-08  6.320000e-08   2.76       0.82      0.61          0.04      1.61          0.06  7.610000e-11  1.740000e-07   1.70
883    GZ587742772955381888     0.000  3.310000e-11  2.690000e-11  6.290000e-08  5.400000e-08   3.11       0.94      0.95          0.05      1.13          0.09  7.960000e-11  1.510000e-07   1.69
884    GZ587725550139277406     0.000  2.270000e-11  1.900000e-11  3.360000e-08  3.040000e-08   4.07       1.23      1.15          0.10      0.93          0.10  5.520000e-11  8.180000e-08   1.68
885    GZ587742061048234305     0.000  3.540000e-11  2.870000e-11  5.500000e-08  4.900000e-08   3.81       1.62      0.96          0.05      1.12          0.08  8.550000e-11  1.330000e-07   1.68
886    UN587737809565909224     0.000  3.250000e-11  2.650000e-11  4.330000e-08  3.530000e-08   5.00       0.03      1.06          0.03      0.82          0.09  7.860000e-11  1.050000e-07   1.67
887           RCS0310_04121     0.000  1.220000e-11  1.570000e-11  8.120000e-08  1.010000e-07   1.97       0.60      0.99          0.03      0.93          0.07  4.020000e-11  2.680000e-07   1.66
888    UN587733398649110550     0.000  5.240000e-12  7.380000e-12  2.220000e-07  2.540000e-07   1.27       0.22      1.01          0.02      0.87          0.04  1.650000e-11  6.990000e-07   1.65
889    UN587729385545662535     0.000  2.170000e-11  1.810000e-11  3.980000e-08  3.410000e-08   3.20       1.02      1.28          0.11      0.87          0.10  5.310000e-11  9.740000e-08   1.65
890                   MN163     0.000  4.450000e-11  4.370000e-11  5.920000e-08  5.880000e-08   5.00       0.17      0.94          0.03      0.97          0.09  1.070000e-10  1.430000e-07   1.64
891    GZ588015508207304746     0.393  2.900000e-11  2.660000e-10  3.860000e-08  3.550000e-07   5.00       0.29      1.16          0.01      0.87          0.01  7.130000e-11  9.490000e-08   1.64
892           RCS0047_01591     0.000  5.260000e-12  8.000000e-12  1.000000e-07  1.600000e-07   1.56       0.77      0.97          0.05      1.08          0.09  1.890000e-11  3.590000e-07   1.64
893    GZ587742014908858429     0.000  1.240000e-11  1.590000e-11  1.260000e-07  1.690000e-07   1.79       0.71      0.54          0.04      1.94          0.07  3.600000e-11  3.660000e-07   1.63
894           RCS1111_06982     0.000  3.910000e-11  3.290000e-11  6.320000e-08  5.660000e-08   3.62       0.81      1.06          0.06      1.25          0.12  9.500000e-11  1.530000e-07   1.62
895      HST65A_2148_042181     0.000  3.120000e-11  2.250000e-10  7.340000e-08  2.790000e-07   2.72       4.70      1.07          0.01      0.83          0.04  7.800000e-11  1.840000e-07   1.62
896           RCS1514_08821     0.000  3.290000e-11  3.030000e-11  7.010000e-08  6.080000e-08   2.88       0.97      0.87          0.04      1.26          0.11  8.180000e-11  1.740000e-07   1.59
897           RCS0133_02644     0.000  2.170000e-11  2.320000e-11  6.030000e-08  5.700000e-08   2.53       0.85      1.09          0.06      0.96          0.08  5.790000e-11  1.610000e-07   1.59
898    GZ587746208910606482     0.000  3.540000e-11  3.060000e-11  6.870000e-08  6.160000e-08   3.06       1.12      1.07          0.04      1.24          0.07  8.750000e-11  1.700000e-07   1.57
899    GZ588017979971928157     0.000  6.050000e-12  9.760000e-12  6.130000e-08  8.800000e-08   1.79       0.80      1.01          0.11      1.04          0.10  2.130000e-11  2.160000e-07   1.56
900           RCS1613_09599     0.000  1.230000e-11  1.620000e-11  6.390000e-08  8.020000e-08   2.09       0.91      1.07          0.06      1.08          0.07  3.460000e-11  1.800000e-07   1.55
901    GZ587734862144733392     0.000  1.300000e-11  1.390000e-11  1.260000e-07  1.840000e-07   1.81       0.62      1.16          0.06      0.88          0.10  3.760000e-11  3.630000e-07   1.54
902           RCS2329_14182     0.000  3.270000e-11  4.910000e-10  4.830000e-08  8.260000e-07   4.08      13.08      0.85          0.01      1.12          0.02  8.130000e-11  1.200000e-07   1.53
903    GZ587741709941407816     0.000  3.410000e-11  3.010000e-11  4.980000e-08  4.690000e-08   4.15       1.14      0.94          0.06      1.17          0.11  8.480000e-11  1.240000e-07   1.51
904   GT1237665103283814519     0.000  1.120000e-11  1.140000e-11  9.520000e-08  1.240000e-07   1.86       0.49      0.68          0.06      1.28          0.06  3.240000e-11  2.740000e-07   1.49
905    UN587733608558166038     0.000  1.780000e-12  1.690000e-11  2.420000e-07  3.130000e-06   0.70       2.41      1.07          0.00      0.85          0.01  6.500000e-12  8.820000e-07   1.48
906           RCS0310_03566     0.000  6.940000e-12  6.970000e-11  2.790000e-07  1.210000e-06   1.29       2.18      0.99          0.02      0.93          0.03  2.130000e-11  8.550000e-07   1.47
907    GZ587724242844123307     0.229  3.680000e-11  5.040000e-11  4.900000e-08  6.730000e-08   5.00       0.03      0.87          0.02      1.06          0.05  9.220000e-11  1.230000e-07   1.47
908    GZ587734862685536326     0.000  3.150000e-11  2.750000e-11  4.190000e-08  3.670000e-08   5.00       0.02      1.14          0.06      1.09          0.10  7.990000e-11  1.060000e-07   1.46
909           RCS1514_08030     0.000  9.980000e-12  1.100000e-11  1.950000e-07  2.670000e-07   1.55       0.48      0.89          0.03      1.13          0.09  3.050000e-11  5.960000e-07   1.46
910           RCS0357_05530     0.000  2.590000e-11  3.050000e-11  9.630000e-08  1.020000e-07   2.29       0.90      0.84          0.03      1.24          0.07  6.840000e-11  2.540000e-07   1.44
911    GZ587733080280465515     0.000  2.220000e-11  1.950000e-11  2.950000e-08  2.600000e-08   5.00       0.01      1.47          0.13      0.67          0.12  5.660000e-11  7.530000e-08   1.44
912    GZ587741490363039847     0.000  2.190000e-11  1.830000e-10  5.810000e-08  2.450000e-07   2.58       4.57      1.02          0.02      0.99          0.03  5.850000e-11  1.550000e-07   1.44
913    UN587739505006411904     0.000  2.690000e-11  2.450000e-11  3.670000e-08  3.570000e-08   4.70       1.58      1.07          0.12      1.04          0.12  6.750000e-11  9.230000e-08   1.44
914           RCS0310_04675     0.000  1.880000e-11  1.910000e-11  9.730000e-08  1.080000e-07   2.09       0.52      0.97          0.04      0.93          0.10  5.130000e-11  2.660000e-07   1.41
915    GZ587725504481984733     0.000  2.450000e-11  2.160000e-11  4.180000e-08  3.860000e-08   3.41       1.24      1.15          0.05      0.90          0.08  6.210000e-11  1.060000e-07   1.41
916    GZ587736941450559785     0.000  2.970000e-11  2.610000e-11  3.950000e-08  3.480000e-08   5.00       0.00      0.84          0.05      1.04          0.08  7.490000e-11  9.970000e-08   1.41
917    GZ587742014878580898     0.000  1.080000e-11  1.610000e-11  7.750000e-08  1.300000e-07   1.94       0.97      1.11          0.07      0.91          0.11  3.680000e-11  2.630000e-07   1.41
918    GZ587736752468983988     0.000  1.410000e-11  1.530000e-11  6.460000e-08  7.400000e-08   2.16       0.62      0.85          0.04      1.05          0.07  4.010000e-11  1.840000e-07   1.40
919    UN587739408387997738     0.000  2.310000e-11  2.190000e-11  4.900000e-08  4.700000e-08   2.88       1.02      1.09          0.10      1.08          0.11  6.060000e-11  1.280000e-07   1.40
920    GZ587729409156186207     0.000  2.460000e-11  2.170000e-11  3.570000e-08  3.270000e-08   4.20       1.53      0.96          0.04      1.09          0.07  6.240000e-11  9.060000e-08   1.39
921    UN587739609156485188     0.000  2.690000e-11  2.400000e-11  3.580000e-08  3.200000e-08   5.00       0.00      1.25          0.11      0.88          0.11  6.910000e-11  9.190000e-08   1.39
922    GZ587742772939325550     0.000  2.970000e-12  2.020000e-11  1.750000e-07  4.730000e-07   1.14       3.75      1.01          0.05      1.17          0.07  1.250000e-11  7.370000e-07   1.39
923    GZ587739827132301369     0.000  3.130000e-11  2.780000e-11  4.160000e-08  3.700000e-08   5.00       0.01      0.84          0.04      1.37          0.10  7.960000e-11  1.060000e-07   1.39
924           RCS2338_14794     0.000  2.550000e-11  2.010000e-10  5.890000e-08  2.440000e-07   2.75       5.39      1.01          0.02      0.85          0.03  6.710000e-11  1.550000e-07   1.38
925    GZ587742061584253235     0.000  2.970000e-11  2.670000e-11  3.960000e-08  3.560000e-08   5.00       0.03      0.98          0.05      1.04          0.09  7.660000e-11  1.020000e-07   1.37
926    GZ587739407868690490     0.000  1.890000e-11  2.120000e-11  5.010000e-08  5.060000e-08   2.58       0.97      0.47          0.03      1.47          0.04  5.230000e-11  1.380000e-07   1.37
927           RCS1040_06317     0.000  1.960000e-11  1.790000e-11  2.610000e-08  2.390000e-08   5.00       0.02      1.21          0.10      0.72          0.09  5.100000e-11  6.790000e-08   1.37
928    GZ587739810483339538     0.000  2.590000e-11  1.580000e-10  4.810000e-08  1.340000e-07   3.16       8.46      0.60          0.01      1.40          0.02  6.720000e-11  1.250000e-07   1.36
929    UN587728664505876643     0.000  3.200000e-11  1.730000e-10  5.870000e-08  1.370000e-07   3.20       8.20      0.99          0.01      1.02          0.01  8.190000e-11  1.500000e-07   1.35
930           RCS2329_12952     0.000  1.800000e-12  1.780000e-11  2.450000e-07  3.290000e-06   0.70       2.47      0.99          0.01      1.03          0.01  7.070000e-12  9.620000e-07   1.35
931           RCS1111_06592     0.000  1.570000e-11  2.030000e-11  8.170000e-08  9.920000e-08   2.09       0.72      1.12          0.06      1.11          0.11  4.800000e-11  2.500000e-07   1.35
932    UN587729652888240304     0.000  2.360000e-11  2.190000e-11  4.480000e-08  4.540000e-08   3.11       1.56      0.95          0.04      1.01          0.07  6.110000e-11  1.160000e-07   1.35
933    GZ587739720835334202     0.000  2.180000e-11  2.060000e-11  5.490000e-08  5.500000e-08   2.64       0.74      0.44          0.03      1.56          0.04  5.760000e-11  1.450000e-07   1.35
934    GZ587735742075896010     0.491  2.430000e-11  2.150000e-11  3.240000e-08  2.870000e-08   5.00       0.13      0.63          0.05      1.38          0.06  6.170000e-11  8.210000e-08   1.34
935      HST01B_0223_100778     0.000  2.020000e-11  2.120000e-11  7.370000e-08  8.270000e-08   2.30       0.72      0.95          0.05      1.07          0.07  5.590000e-11  2.040000e-07   1.34
936    GZ587741727124422768     0.438  2.510000e-11  4.990000e-11  3.330000e-08  6.720000e-08   5.00       0.26      0.67          0.03      1.34          0.04  6.540000e-11  8.710000e-08   1.33
937    GZ587741600948355087     0.000  4.420000e-12  8.300000e-12  2.160000e-07  2.940000e-07   1.21       0.32      1.25          0.05      0.95          0.05  1.530000e-11  7.490000e-07   1.33
938    GZ587745541049549105     0.000  2.260000e-12  2.870000e-11  1.660000e-07  9.140000e-07   1.04       8.14      1.04          0.05      1.03          0.10  9.930000e-12  7.310000e-07   1.32
939    GZ587738946139127873     0.000  7.440000e-12  9.640000e-12  7.040000e-08  1.010000e-07   1.82       0.64      1.28          0.11      0.81          0.11  2.470000e-11  2.330000e-07   1.31
940    GZ587742062680997918     0.000  2.870000e-11  2.640000e-11  4.960000e-08  4.840000e-08   3.37       1.03      1.36          0.09      0.86          0.10  7.500000e-11  1.300000e-07   1.31
941    GZ587739408396517563     0.462  2.170000e-11  2.040000e-11  2.890000e-08  2.750000e-08   4.97       0.41      1.06          0.14      0.91          0.13  5.740000e-11  7.660000e-08   1.30
942    UN587733398635085865     0.000  2.220000e-11  2.040000e-11  3.790000e-08  4.000000e-08   3.40       1.68      1.15          0.08      0.94          0.08  5.790000e-11  9.900000e-08   1.30
943    GZ587732482208104594     0.000  1.380000e-11  1.650000e-11  6.510000e-08  8.520000e-08   2.14       0.85      1.12          0.12      0.92          0.11  3.970000e-11  1.870000e-07   1.29
944    GZ587742610812239927     0.000  1.480000e-11  1.850000e-11  8.600000e-08  1.050000e-07   2.03       0.64      0.73          0.03      1.63          0.11  4.520000e-11  2.640000e-07   1.28
945           RCS2143_12792     0.000  1.930000e-11  1.810000e-10  7.300000e-08  3.120000e-07   2.28       3.48      1.06          0.02      0.83          0.04  5.570000e-11  2.110000e-07   1.27
946    UN588017720649580654     0.000  2.050000e-11  2.700000e-11  2.730000e-08  3.740000e-08   4.99       0.77      1.14          0.10      0.92          0.10  5.440000e-11  7.250000e-08   1.27
947    GZ587741721211437146     0.000  2.170000e-11  2.050000e-11  2.880000e-08  2.740000e-08   5.00       0.10      1.06          0.09      1.05          0.08  5.810000e-11  7.730000e-08   1.26
948    UN587728931341271229     0.000  1.870000e-11  1.980000e-11  6.130000e-08  6.950000e-08   2.38       0.82      0.92          0.04      1.14          0.06  5.160000e-11  1.690000e-07   1.26
949    UN587739407329263797     0.000  1.340000e-11  1.470000e-11  5.970000e-08  7.600000e-08   2.18       0.70      0.61          0.05      1.34          0.05  3.900000e-11  1.730000e-07   1.26
950           RCS1514_08678     0.000  1.400000e-11  1.760000e-11  8.290000e-08  1.040000e-07   2.03       0.62      0.97          0.04      0.84          0.11  4.370000e-11  2.580000e-07   1.25
951    GZ587742061062258850     0.181  2.350000e-11  2.240000e-11  3.120000e-08  2.990000e-08   5.00       0.03      1.01          0.06      1.15          0.07  6.340000e-11  8.430000e-08   1.23
952           RCS0310_04497     0.000  2.850000e-11  2.690000e-11  4.780000e-08  4.780000e-08   3.48       1.10      1.02          0.03      0.85          0.07  7.560000e-11  1.270000e-07   1.22
953    GZ588017720644927606     0.000  2.160000e-11  2.060000e-11  2.880000e-08  2.750000e-08   5.00       0.01      1.33          0.12      0.80          0.11  5.800000e-11  7.710000e-08   1.21
954              ESO362-G15     0.000  3.080000e-11  2.920000e-11  4.100000e-08  3.890000e-08   5.00       0.00      1.15          0.05      0.85          0.08  8.090000e-11  1.080000e-07   1.21
955           RCS1645_10045     0.000  1.050000e-11  1.340000e-11  9.520000e-08  1.250000e-07   1.84       0.60      0.70          0.05      1.35          0.07  3.200000e-11  2.910000e-07   1.20
956    GZ587739607563632783     0.000  2.370000e-11  2.270000e-11  4.020000e-08  4.030000e-08   3.43       1.13      0.44          0.03      1.52          0.04  6.370000e-11  1.080000e-07   1.20
957    GZ587741709950320810     0.000  2.430000e-11  1.370000e-10  4.320000e-08  9.790000e-08   3.28      10.04      1.26          0.01      0.91          0.01  6.570000e-11  1.170000e-07   1.20
958           RCS2329_14457     0.000  1.180000e-11  1.540000e-11  8.850000e-08  1.180000e-07   1.92       0.64      0.89          0.05      1.03          0.09  3.740000e-11  2.800000e-07   1.20
959    UN587732135381500018     0.476  1.250000e-11  1.870000e-11  4.970000e-08  6.440000e-08   2.25       1.15      0.89          0.12      1.11          0.11  3.820000e-11  1.520000e-07   1.18
960    UN587736586037231761     0.000  1.470000e-12  1.890000e-12  1.440000e-07  1.730000e-07   0.90       0.46      0.76          0.06      1.20          0.05  6.630000e-12  6.470000e-07   1.18
961                  MRK799     0.000  1.590000e-11  2.490000e-11  3.880000e-08  4.170000e-08   2.68       2.01      1.07          0.10      1.08          0.10  4.510000e-11  1.100000e-07   1.18
962    GZ587732703944769543     0.000  4.130000e-12  1.260000e-11  1.700000e-07  3.290000e-07   1.28       1.60      0.97          0.04      1.31          0.06  1.620000e-11  6.630000e-07   1.17
963    GZ587745244704276545     0.000  1.860000e-12  3.810000e-12  1.540000e-07  2.330000e-07   0.99       0.49      1.07          0.04      1.05          0.05  8.450000e-12  7.010000e-07   1.17
964    UN587737809571348512     0.000  2.680000e-11  2.600000e-11  3.570000e-08  3.460000e-08   5.00       0.00      1.03          0.04      0.94          0.09  7.210000e-11  9.590000e-08   1.16
965    GZ587728879267414142     0.000  2.660000e-11  3.850000e-11  6.490000e-08  6.760000e-08   2.68       1.70      1.21          0.06      0.95          0.09  7.410000e-11  1.810000e-07   1.13
966             ESO381-IG23     0.264  3.410000e-11  3.340000e-11  4.540000e-08  4.450000e-08   5.00       0.00      0.88          0.03      1.39          0.13  9.220000e-11  1.230000e-07   1.12
967    GZ587726877804200213     0.000  1.800000e-11  2.020000e-11  9.400000e-08  1.140000e-07   2.09       0.54      0.82          0.02      1.39          0.06  5.280000e-11  2.760000e-07   1.11
968    UN588017712048898179     0.000  4.000000e-12  7.730000e-12  1.470000e-07  2.110000e-07   1.32       0.31      1.35          0.05      0.72          0.05  1.560000e-11  5.730000e-07   1.10
969    GZ587736546316714397     0.000  3.800000e-11  3.740000e-11  5.060000e-08  4.980000e-08   5.00       0.02      0.97          0.02      0.84          0.09  1.020000e-10  1.360000e-07   1.10
970    GZ587735666379653228     0.000  1.750000e-11  1.430000e-10  4.150000e-08  1.720000e-07   2.72       5.44      1.20          0.02      0.96          0.02  5.010000e-11  1.180000e-07   1.10
